1080,810,874800,1.3333333333333333,desktop
1080,810,874800,1.3333333333333333,desktop
1080,810,874800,1.3333333333333333,desktop
1280,960,1228800,1.3333333333333333,desktop
1280,960,1228800,1.3333333333333333,desktop
1280,960,1228800,1.3333333333333333,desktop
2610,1610,4202100,1.6211180124223603,desktop
2610,1610,4202100,1.6211180124223603,desktop
2610,1610,4202100,1.6211180124223603,desktop
1060,820,869200,1.2926829268292683,desktop
1060,820,869200,1.2926829268292683,desktop
1060,820,869200,1.2926829268292683,desktop
1920,950,1824000,2.0210526315789474,desktop
1920,950,1824000,2.0210526315789474,desktop
1920,950,1824000,2.0210526315789474,desktop
1920,940,1804800,2.0425531914893615,desktop
1920,940,1804800,2.0425531914893615,desktop
1920,940,1804800,2.0425531914893615,desktop
1920,970,1862400,1.9793814432989691,desktop
1920,970,1862400,1.9793814432989691,desktop
1920,970,1862400,1.9793814432989691,desktop
1370,660,904200,2.0757575757575757,desktop
1370,660,904200,2.0757575757575757,desktop
1370,660,904200,2.0757575757575757,desktop
2560,1310,3353600,1.9541984732824427,desktop
2560,1310,3353600,1.9541984732824427,desktop
2560,1310,3353600,1.9541984732824427,desktop
1920,1070,2054400,1.794392523364486,desktop
1920,1070,2054400,1.794392523364486,desktop
1920,1070,2054400,1.794392523364486,desktop
1280,620,793600,2.064516129032258,desktop
1280,620,793600,2.064516129032258,desktop
1280,620,793600,2.064516129032258,desktop
1370,640,876800,2.140625,desktop
1370,640,876800,2.140625,desktop
1370,640,876800,2.140625,desktop
1540,760,1170400,2.026315789473684,desktop
1540,760,1170400,2.026315789473684,desktop
1540,760,1170400,2.026315789473684,desktop
1920,960,1843200,2.0,desktop
1920,960,1843200,2.0,desktop
1920,960,1843200,2.0,desktop
1540,730,1124200,2.1095890410958904,desktop
1540,730,1124200,2.1095890410958904,desktop
1540,730,1124200,2.1095890410958904,desktop
1600,1200,1920000,1.3333333333333333,desktop
1600,1200,1920000,1.3333333333333333,desktop
1600,1200,1920000,1.3333333333333333,desktop
1900,950,1805000,2.0,desktop
1900,950,1805000,2.0,desktop
1900,950,1805000,2.0,desktop
1920,990,1900800,1.9393939393939394,desktop
1920,990,1900800,1.9393939393939394,desktop
1920,990,1900800,1.9393939393939394,desktop
1440,780,1123200,1.8461538461538463,desktop
1440,780,1123200,1.8461538461538463,desktop
1440,780,1123200,1.8461538461538463,desktop
1440,800,1152000,1.8,desktop
1440,800,1152000,1.8,desktop
1440,800,1152000,1.8,desktop
2560,1300,3328000,1.9692307692307693,desktop
2560,1300,3328000,1.9692307692307693,desktop
2560,1300,3328000,1.9692307692307693,desktop
1900,960,1824000,1.9791666666666667,desktop
1900,960,1824000,1.9791666666666667,desktop
1900,960,1824000,1.9791666666666667,desktop
1920,1010,1939200,1.900990099009901,desktop
1920,1010,1939200,1.900990099009901,desktop
1920,1010,1939200,1.900990099009901,desktop
1920,890,1708800,2.157303370786517,desktop
1920,890,1708800,2.157303370786517,desktop
1920,890,1708800,2.157303370786517,desktop
1920,980,1881600,1.9591836734693877,desktop
1920,980,1881600,1.9591836734693877,desktop
1920,980,1881600,1.9591836734693877,desktop
1280,700,896000,1.8285714285714285,desktop
1280,700,896000,1.8285714285714285,desktop
1280,700,896000,1.8285714285714285,desktop
1920,900,1728000,2.1333333333333333,desktop
1920,900,1728000,2.1333333333333333,desktop
1920,900,1728000,2.1333333333333333,desktop
1920,930,1785600,2.064516129032258,desktop
1920,930,1785600,2.064516129032258,desktop
1920,930,1785600,2.064516129032258,desktop
1260,600,756000,2.1,desktop
1260,600,756000,2.1,desktop
1260,600,756000,2.1,desktop
1280,570,729600,2.245614035087719,desktop
1280,570,729600,2.245614035087719,desktop
1280,570,729600,2.245614035087719,desktop
1280,580,742400,2.206896551724138,desktop
1280,580,742400,2.206896551724138,desktop
1280,580,742400,2.206896551724138,desktop
1280,590,755200,2.169491525423729,desktop
1280,590,755200,2.169491525423729,desktop
1280,590,755200,2.169491525423729,desktop
1280,600,768000,2.1333333333333333,desktop
1280,600,768000,2.1333333333333333,desktop
1280,600,768000,2.1333333333333333,desktop
1350,650,877500,2.076923076923077,desktop
1350,650,877500,2.076923076923077,desktop
1350,650,877500,2.076923076923077,desktop
1370,630,863100,2.1746031746031744,desktop
1370,630,863100,2.1746031746031744,desktop
1370,630,863100,2.1746031746031744,desktop
1370,770,1054900,1.7792207792207793,desktop
1370,770,1054900,1.7792207792207793,desktop
1370,770,1054900,1.7792207792207793,desktop
1680,950,1596000,1.768421052631579,desktop
1680,950,1596000,1.768421052631579,desktop
1680,950,1596000,1.768421052631579,desktop
1680,980,1646400,1.7142857142857142,desktop
1680,980,1646400,1.7142857142857142,desktop
1680,980,1646400,1.7142857142857142,desktop
1900,920,1748000,2.0652173913043477,desktop
1900,920,1748000,2.0652173913043477,desktop
1900,920,1748000,2.0652173913043477,desktop
800,600,480000,1.3333333333333333,desktop
800,600,480000,1.3333333333333333,desktop
800,600,480000,1.3333333333333333,desktop
1010,670,676700,1.507462686567164,desktop
1010,670,676700,1.507462686567164,desktop
1010,670,676700,1.507462686567164,desktop
1020,640,652800,1.59375,desktop
1020,640,652800,1.59375,desktop
1020,640,652800,1.59375,desktop
1440,770,1108800,1.87012987012987,desktop
1440,770,1108800,1.87012987012987,desktop
1440,770,1108800,1.87012987012987,desktop
1520,710,1079200,2.140845070422535,desktop
1520,710,1079200,2.140845070422535,desktop
1520,710,1079200,2.140845070422535,desktop
1520,760,1155200,2.0,desktop
1520,760,1155200,2.0,desktop
1520,760,1155200,2.0,desktop
1540,750,1155000,2.0533333333333332,desktop
1540,750,1155000,2.0533333333333332,desktop
1540,750,1155000,2.0533333333333332,desktop
1540,770,1185800,2.0,desktop
1540,770,1185800,2.0,desktop
1540,770,1185800,2.0,desktop
1600,750,1200000,2.1333333333333333,desktop
1600,750,1200000,2.1333333333333333,desktop
1600,750,1200000,2.1333333333333333,desktop
1660,960,1593600,1.7291666666666667,desktop
1660,960,1593600,1.7291666666666667,desktop
1660,960,1593600,1.7291666666666667,desktop
1900,930,1767000,2.043010752688172,desktop
1900,930,1767000,2.043010752688172,desktop
1900,930,1767000,2.043010752688172,desktop
1920,1080,2073600,1.7777777777777777,desktop
1920,1080,2073600,1.7777777777777777,desktop
1920,1080,2073600,1.7777777777777777,desktop
1920,1090,2092800,1.761467889908257,desktop
1920,1090,2092800,1.761467889908257,desktop
1920,1090,2092800,1.761467889908257,desktop
1920,920,1766400,2.0869565217391304,desktop
1920,920,1766400,2.0869565217391304,desktop
1920,920,1766400,2.0869565217391304,desktop
2560,950,2432000,2.694736842105263,desktop
2560,950,2432000,2.694736842105263,desktop
2560,950,2432000,2.694736842105263,desktop
790,600,474000,1.3166666666666667,desktop
790,600,474000,1.3166666666666667,desktop
790,600,474000,1.3166666666666667,desktop
1020,580,591600,1.7586206896551724,desktop
1020,580,591600,1.7586206896551724,desktop
1020,580,591600,1.7586206896551724,desktop
1260,590,743400,2.135593220338983,desktop
1260,590,743400,2.135593220338983,desktop
1260,590,743400,2.135593220338983,desktop
1260,770,970200,1.6363636363636365,desktop
1260,770,970200,1.6363636363636365,desktop
1260,770,970200,1.6363636363636365,desktop
1270,590,749300,2.152542372881356,desktop
1270,590,749300,2.152542372881356,desktop
1270,590,749300,2.152542372881356,desktop
1280,1290,1651200,0.9922480620155039,desktop
1280,1290,1651200,0.9922480620155039,desktop
1280,1290,1651200,0.9922480620155039,desktop
1280,640,819200,2.0,desktop
1280,640,819200,2.0,desktop
1280,640,819200,2.0,desktop
1300,800,1040000,1.625,desktop
1300,800,1040000,1.625,desktop
1300,800,1040000,1.625,desktop
1350,610,823500,2.2131147540983607,desktop
1350,610,823500,2.2131147540983607,desktop
1350,610,823500,2.2131147540983607,desktop
1370,650,890500,2.1076923076923078,desktop
1370,650,890500,2.1076923076923078,desktop
1370,650,890500,2.1076923076923078,desktop
1370,670,917900,2.044776119402985,desktop
1370,670,917900,2.044776119402985,desktop
1370,670,917900,2.044776119402985,desktop
1370,810,1109700,1.691358024691358,desktop
1370,810,1109700,1.691358024691358,desktop
1370,810,1109700,1.691358024691358,desktop
1430,720,1029600,1.9861111111111112,desktop
1430,720,1029600,1.9861111111111112,desktop
1430,720,1029600,1.9861111111111112,desktop
1440,720,1036800,2.0,desktop
1440,720,1036800,2.0,desktop
1440,720,1036800,2.0,desktop
1440,730,1051200,1.9726027397260273,desktop
1440,730,1051200,1.9726027397260273,desktop
1440,730,1051200,1.9726027397260273,desktop
1440,830,1195200,1.7349397590361446,desktop
1440,830,1195200,1.7349397590361446,desktop
1440,830,1195200,1.7349397590361446,desktop
1520,730,1109600,2.0821917808219177,desktop
1520,730,1109600,2.0821917808219177,desktop
1520,730,1109600,2.0821917808219177,desktop
1680,930,1562400,1.8064516129032258,desktop
1680,930,1562400,1.8064516129032258,desktop
1680,930,1562400,1.8064516129032258,desktop
1680,940,1579200,1.7872340425531914,desktop
1680,940,1579200,1.7872340425531914,desktop
1680,940,1579200,1.7872340425531914,desktop
1900,940,1786000,2.021276595744681,desktop
1900,940,1786000,2.021276595744681,desktop
1900,940,1786000,2.021276595744681,desktop
1910,940,1795400,2.0319148936170213,desktop
1910,940,1795400,2.0319148936170213,desktop
1910,940,1795400,2.0319148936170213,desktop
2020,1040,2100800,1.9423076923076923,desktop
2020,1040,2100800,1.9423076923076923,desktop
2020,1040,2100800,1.9423076923076923,desktop
2560,940,2406400,2.723404255319149,desktop
2560,940,2406400,2.723404255319149,desktop
2560,940,2406400,2.723404255319149,desktop
1020,670,683400,1.5223880597014925,desktop
1020,670,683400,1.5223880597014925,desktop
1020,670,683400,1.5223880597014925,desktop
1080,640,691200,1.6875,desktop
1080,640,691200,1.6875,desktop
1080,640,691200,1.6875,desktop
1140,540,615600,2.111111111111111,desktop
1140,540,615600,2.111111111111111,desktop
1140,540,615600,2.111111111111111,desktop
1250,550,687500,2.272727272727273,desktop
1250,550,687500,2.272727272727273,desktop
1250,550,687500,2.272727272727273,desktop
1250,590,737500,2.1186440677966103,desktop
1250,590,737500,2.1186440677966103,desktop
1250,590,737500,2.1186440677966103,desktop
1260,1330,1675800,0.9473684210526315,desktop
1260,1330,1675800,0.9473684210526315,desktop
1260,1330,1675800,0.9473684210526315,desktop
1260,650,819000,1.9384615384615385,desktop
1260,650,819000,1.9384615384615385,desktop
1260,650,819000,1.9384615384615385,desktop
1260,700,882000,1.8,desktop
1260,700,882000,1.8,desktop
1260,700,882000,1.8,desktop
1260,920,1159200,1.3695652173913044,desktop
1260,920,1159200,1.3695652173913044,desktop
1260,920,1159200,1.3695652173913044,desktop
1260,930,1171800,1.3548387096774193,desktop
1260,930,1171800,1.3548387096774193,desktop
1260,930,1171800,1.3548387096774193,desktop
1260,960,1209600,1.3125,desktop
1260,960,1209600,1.3125,desktop
1260,960,1209600,1.3125,desktop
1270,560,711200,2.267857142857143,desktop
1270,560,711200,2.267857142857143,desktop
1270,560,711200,2.267857142857143,desktop
1270,600,762000,2.1166666666666667,desktop
1270,600,762000,2.1166666666666667,desktop
1270,600,762000,2.1166666666666667,desktop
1270,690,876300,1.8405797101449275,desktop
1270,690,876300,1.8405797101449275,desktop
1270,690,876300,1.8405797101449275,desktop
1270,780,990600,1.6282051282051282,desktop
1270,780,990600,1.6282051282051282,desktop
1270,780,990600,1.6282051282051282,desktop
1270,800,1016000,1.5875,desktop
1270,800,1016000,1.5875,desktop
1270,800,1016000,1.5875,desktop
1270,840,1066800,1.5119047619047619,desktop
1270,840,1066800,1.5119047619047619,desktop
1270,840,1066800,1.5119047619047619,desktop
1280,610,780800,2.098360655737705,desktop
1280,610,780800,2.098360655737705,desktop
1280,610,780800,2.098360655737705,desktop
1280,630,806400,2.0317460317460316,desktop
1280,630,806400,2.0317460317460316,desktop
1280,630,806400,2.0317460317460316,desktop
1280,650,832000,1.9692307692307693,desktop
1280,650,832000,1.9692307692307693,desktop
1280,650,832000,1.9692307692307693,desktop
1280,660,844800,1.9393939393939394,desktop
1280,660,844800,1.9393939393939394,desktop
1280,660,844800,1.9393939393939394,desktop
1280,680,870400,1.8823529411764706,desktop
1280,680,870400,1.8823529411764706,desktop
1280,680,870400,1.8823529411764706,desktop
1280,820,1049600,1.5609756097560976,desktop
1280,820,1049600,1.5609756097560976,desktop
1280,820,1049600,1.5609756097560976,desktop
1280,860,1100800,1.4883720930232558,desktop
1280,860,1100800,1.4883720930232558,desktop
1280,860,1100800,1.4883720930232558,desktop
1280,920,1177600,1.391304347826087,desktop
1280,920,1177600,1.391304347826087,desktop
1280,920,1177600,1.391304347826087,desktop
1300,1280,1664000,1.015625,desktop
1300,1280,1664000,1.015625,desktop
1300,1280,1664000,1.015625,desktop
1300,1340,1742000,0.9701492537313433,desktop
1300,1340,1742000,0.9701492537313433,desktop
1300,1340,1742000,0.9701492537313433,desktop
1300,640,832000,2.03125,desktop
1300,640,832000,2.03125,desktop
1300,640,832000,2.03125,desktop
1320,740,976800,1.7837837837837838,desktop
1320,740,976800,1.7837837837837838,desktop
1320,740,976800,1.7837837837837838,desktop
1340,800,1072000,1.675,desktop
1340,800,1072000,1.675,desktop
1340,800,1072000,1.675,desktop
1350,580,783000,2.3275862068965516,desktop
1350,580,783000,2.3275862068965516,desktop
1350,580,783000,2.3275862068965516,desktop
1350,600,810000,2.25,desktop
1350,600,810000,2.25,desktop
1350,600,810000,2.25,desktop
1350,620,837000,2.1774193548387095,desktop
1350,620,837000,2.1774193548387095,desktop
1350,620,837000,2.1774193548387095,desktop
1350,660,891000,2.0454545454545454,desktop
1350,660,891000,2.0454545454545454,desktop
1350,660,891000,2.0454545454545454,desktop
1350,770,1039500,1.7532467532467533,desktop
1350,770,1039500,1.7532467532467533,desktop
1350,770,1039500,1.7532467532467533,desktop
1350,790,1066500,1.7088607594936709,desktop
1350,790,1066500,1.7088607594936709,desktop
1350,790,1066500,1.7088607594936709,desktop
